Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Indoor,4G,5,Satisfactory,28.42609608,77.04082376,Haryana
Airtel,Indoor,4G,5,Satisfactory,29.21651032,78.96907549,Uttarakhand
Airtel,Indoor,3G,1,Poor Voice Quality,28.633431667,77.208908333,NCT
Vodafone,Indoor,3G,5,Satisfactory,26.955675,75.73847,Rajasthan
RJio,Outdoor,4G,4,Satisfactory,19.2338626,72.85629422,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,12.844749,77.6627266,Karnataka
Vodafone,Indoor,3G,5,Satisfactory,19.11175546,73.01655235,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.056311199,74.152927127,Maharashtra
RJio,Indoor,4G,5,Satisfactory,25.592242,91.9413536,Meghalaya
RJio,Outdoor,4G,4,Satisfactory,19.2338626,72.85629422,Maharashtra
BSNL,Travelling,3G,4,Satisfactory,20.36620667,86.10782449,Odisha
RJio,Outdoor,4G,3,Poor Voice Quality,23.221528216,77.441207954,Madhya Pradesh
BSNL,Indoor,2G,2,Poor Voice Quality,22.6325012,88.3731388,West Bengal
RJio,Travelling,4G,5,Satisfactory,21.4778751,83.8849922,Odisha
BSNL,Indoor,Unknown,4,Satisfactory,10.0091749,76.3614717,Kerala
BSNL,Travelling,3G,4,Satisfactory,20.36620667,86.10782449,Odisha
RJio,Indoor,4G,4,Satisfactory,22.5621046,88.3533985,West Bengal
Airtel,Outdoor,4G,3,Satisfactory,25.78108175,84.74306882,Bihar
Airtel,Outdoor,4G,2,Poor Voice Quality,25.78108175,84.74306882,Bihar
Airtel,Outdoor,4G,3,Satisfactory,25.78108175,84.74306882,Bihar
Airtel,Outdoor,4G,3,Satisfactory,25.78108175,84.74306882,Bihar
Airtel,Outdoor,4G,2,Poor Voice Quality,25.78108175,84.74306882,Bihar
Airtel,Outdoor,Unknown,3,Satisfactory,25.78108175,84.74306882,Bihar
Airtel,Outdoor,Unknown,2,Poor Voice Quality,25.78869262,84.71109167,Bihar
RJio,Indoor,4G,4,Satisfactory,22.5621046,88.3533985,West Bengal
BSNL,Indoor,Unknown,2,Poor Voice Quality,26.8492224,80.9566125,Uttar Pradesh
Vodafone,Indoor,3G,5,Satisfactory,26.8612347,75.7953754,Rajasthan
Airtel,Outdoor,3G,5,Satisfactory,11.21402357,77.4437807,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,26.3567957,75.9327152,Rajasthan
Airtel,Travelling,4G,4,Satisfactory,11.21402357,77.4437807,Tamil Nadu
Idea,Indoor,4G,1,Call Dropped,19.00642834,72.83469112,Maharashtra
BSNL,Indoor,2G,4,Satisfactory,20.36620667,86.10782449,Odisha
Vodafone,Indoor,4G,5,Satisfactory,28.53498457,77.35235912,Uttar Pradesh
Idea,Travelling,Unknown,1,Poor Voice Quality,18.9840057,72.8251453,Maharashtra
RJio,Indoor,4G,4,Satisfactory,11.9239648,79.4849771,Tamil Nadu
Airtel,Indoor,3G,1,Poor Voice Quality,28.633431667,77.208908333,NCT
Vodafone,Indoor,4G,4,Satisfactory,30.382525,76.862503333,Haryana
RJio,Outdoor,4G,3,Poor Voice Quality,23.221528216,77.441207954,Madhya Pradesh
RJio,Outdoor,4G,3,Poor Voice Quality,23.221528216,77.441207954,Madhya Pradesh
Airtel,Indoor,4G,3,Satisfactory,26.21994508,84.35495752,Bihar
RJio,Indoor,4G,3,Satisfactory,26.21994508,84.35495752,Bihar
RJio,Indoor,4G,5,Satisfactory,28.532541,77.2173414,NCT
Airtel,Indoor,4G,1,Poor Voice Quality,28.633431667,77.208908333,NCT
RJio,Indoor,4G,3,Poor Voice Quality,18.55288355,73.75499964,Maharashtra
Idea,Outdoor,3G,4,Satisfactory,18.66856791,73.79764335,Maharashtra
Airtel,Indoor,3G,1,Poor Voice Quality,28.633431667,77.208908333,NCT
Vodafone,Indoor,Unknown,2,Poor Voice Quality,28.587970004,77.352532236,Uttar Pradesh
Vodafone,Indoor,3G,5,Satisfactory,26.86134734,75.79560221,Rajasthan
RJio,Outdoor,4G,4,Satisfactory,19.2338626,72.85629422,Maharashtra
Vodafone,Indoor,2G,5,Satisfactory,19.155209201,72.857146354,Maharashtra
Vodafone,Indoor,2G,1,Poor Voice Quality,19.219404,72.8635498,Maharashtra
Vodafone,Indoor,2G,5,Satisfactory,19.219404,72.8635498,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,23.2576303,77.3975028,Madhya Pradesh
Vodafone,Indoor,3G,1,Call Dropped,19.219404,72.8635498,Maharashtra
Vodafone,Travelling,4G,4,Satisfactory,23.028309,72.555914,Gujarat
RJio,Indoor,4G,5,Satisfactory,19.20193677,72.9777834,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,28.53498457,77.35235912,Uttar Pradesh
Idea,Travelling,Unknown,3,Poor Voice Quality,18.9412529,72.8359155,Maharashtra
Idea,Travelling,Unknown,3,Poor Voice Quality,18.9412529,72.8359155,Maharashtra
BSNL,Outdoor,Unknown,4,Satisfactory,10.518099723,76.990834153,Tamil Nadu
RJio,Indoor,4G,2,Poor Voice Quality,23.2576303,77.3975028,Madhya Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,23.2576277,77.3974937,Madhya Pradesh
Airtel,Indoor,4G,3,Satisfactory,25.78869262,84.71109167,Bihar
Idea,Outdoor,Unknown,3,Satisfactory,26.7768078,83.35799923,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,19.20193677,72.9777834,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,26.86117932,75.7954291,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.861189833,75.795476354,Rajasthan
Airtel,Indoor,4G,4,Satisfactory,12.96429114,77.7019086,Karnataka
Airtel,Indoor,3G,4,Satisfactory,19.0410532,72.9130683,Maharashtra
Airtel,Indoor,Unknown,2,Poor Voice Quality,25.78869262,84.71109167,Bihar
RJio,Indoor,4G,4,Satisfactory,22.5621348,88.3533837,West Bengal
Airtel,Indoor,3G,4,Satisfactory,11.21402357,77.4437807,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,20.3098176,85.8192943,Odisha
RJio,Outdoor,Unknown,3,Satisfactory,30.10733866,78.28903296,Uttarakhand
Vodafone,Indoor,4G,5,Satisfactory,26.861706667,75.794523333,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,26.861226667,75.795363333,Rajasthan
RJio,Outdoor,4G,5,Satisfactory,25.2525892,87.0529205,Bihar
RJio,Outdoor,Unknown,5,Satisfactory,25.2525892,87.0529205,Bihar
RJio,Indoor,4G,5,Satisfactory,19.20193677,72.9777834,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,26.779150138,79.031065226,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,19.8419135,75.2287035,Maharashtra
RJio,Indoor,4G,4,Satisfactory,26.21974083,84.35454846,Bihar
RJio,Indoor,4G,5,Satisfactory,20.3098662,85.8192244,Odisha
RJio,Indoor,4G,4,Satisfactory,19.8419224,75.2287056,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,26.86134734,75.79560221,Rajasthan
RJio,Indoor,4G,5,Satisfactory,19.20193677,72.9777834,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,28.53498457,77.35235912,Uttar Pradesh
Vodafone,Indoor,4G,5,Satisfactory,28.53498457,77.35235912,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,19.8419228,75.2287055,Maharashtra
Vodafone,Indoor,3G,1,Call Dropped,23.67705961,86.95564419,West Bengal
RJio,Outdoor,4G,4,Satisfactory,26.3567957,75.9327152,Rajasthan
BSNL,Indoor,3G,2,Poor Voice Quality,26.8492224,80.9566125,Uttar Pradesh
Airtel,Indoor,3G,1,Poor Voice Quality,28.75001562,77.13786491,NCT
RJio,Indoor,4G,5,Satisfactory,22.4939354,88.4020791,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,22.8663905,69.6989191,Gujarat
Vodafone,Indoor,3G,5,Satisfactory,26.86134734,75.79560221,Rajasthan
Airtel,Indoor,4G,5,Satisfactory,10.95563807,78.01150983,Tamil Nadu
Idea,Indoor,2G,1,Poor Voice Quality,18.5171306,73.8480632,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,26.86120584,75.79536583,Rajasthan
BSNL,Indoor,Unknown,4,Satisfactory,10.0091773,76.3614584,Kerala
Airtel,Indoor,2G,1,Poor Voice Quality,28.402799866,75.689022839,Rajasthan
Idea,Indoor,Unknown,4,Satisfactory,28.402665881,75.689045470,Rajasthan
Idea,Indoor,Unknown,4,Satisfactory,28.402697775,75.688860146,Rajasthan
Idea,Outdoor,Unknown,3,Satisfactory,28.402697775,75.688860146,Rajasthan
Idea,Indoor,Unknown,5,Satisfactory,28.402697775,75.688860146,Rajasthan
Airtel,Outdoor,4G,2,Poor Voice Quality,28.402591324,75.688995682,Rajasthan
Airtel,Indoor,4G,5,Satisfactory,28.402609094,75.688997358,Rajasthan
Airtel,Indoor,2G,5,Satisfactory,28.402664037,75.689082351,Rajasthan
Airtel,Indoor,4G,5,Satisfactory,28.402698026,75.688994341,Rajasthan
Airtel,Indoor,4G,5,Satisfactory,28.402664037,75.689082351,Rajasthan
Airtel,Indoor,4G,4,Satisfactory,28.64708589,77.30387165,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,17.50300884,78.32704094,Telangana
RJio,Outdoor,4G,4,Satisfactory,19.2338626,72.85629422,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,26.86134734,75.79560221,Rajasthan
Vodafone,Outdoor,4G,5,Satisfactory,26.8556016,75.8068135,Rajasthan
Vodafone,Indoor,4G,4,Satisfactory,13.05282995,77.6358963,Karnataka
Idea,Indoor,Unknown,5,Satisfactory,9.94484989,76.33781128,Kerala
Vodafone,Indoor,4G,5,Satisfactory,26.8612375,75.7953884,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.8612375,75.7953884,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.8612369,75.7953881,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.8612369,75.7953881,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.8612507,75.7953975,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.8612614,75.7953974,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.8612416,75.7953885,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.8612614,75.7953974,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.8612614,75.7953974,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.8612418,75.7953885,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.8612507,75.7953975,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.8612416,75.7953885,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.8612507,75.7953975,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.8612507,75.7953975,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.8612507,75.7953975,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.8612369,75.7953881,Rajasthan
Vodafone,Indoor,Unknown,5,Satisfactory,26.8612369,75.7953881,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.8612369,75.7953881,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.861208310,75.795721931,Rajasthan
RJio,Indoor,4G,5,Satisfactory,19.20193677,72.9777834,Maharashtra
BSNL,Outdoor,Unknown,4,Satisfactory,10.66641295,77.00121699,Tamil Nadu
RJio,Travelling,4G,1,Call Dropped,19.2338626,72.85629422,Maharashtra
RJio,Indoor,4G,5,Satisfactory,22.4939853,88.4021419,West Bengal
Vodafone,Indoor,3G,5,Satisfactory,18.40577527,73.50586136,Maharashtra
Idea,Outdoor,Unknown,5,Satisfactory,16.769615,81.934401667,Andhra Pradesh
RJio,Travelling,4G,5,Satisfactory,13.0942713,74.8021166,Karnataka
Vodafone,Travelling,4G,5,Satisfactory,28.534855593,77.354228759,Uttar Pradesh
BSNL,Indoor,4G,4,Satisfactory,17.4470795,78.5257636,Telangana
Airtel,Indoor,3G,5,Satisfactory,17.50412,78.364792,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.50412,78.364792,Telangana
Airtel,Indoor,Unknown,4,Satisfactory,17.50412,78.364792,Telangana
Airtel,Indoor,Unknown,5,Satisfactory,17.50412,78.364792,Telangana
RJio,Travelling,4G,3,Satisfactory,13.0942713,74.8021166,Karnataka
RJio,Indoor,4G,3,Satisfactory,23.2576273,77.3975005,Madhya Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.6904492,77.1388369,NCT
Vodafone,Travelling,Unknown,2,Poor Voice Quality,28.5661456,77.2823393,Uttar Pradesh
Airtel,Indoor,4G,3,Poor Voice Quality,28.64708589,77.30387165,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.6859567,77.30165214,Uttar Pradesh
Vodafone,Indoor,4G,1,Poor Voice Quality,23.67705961,86.95564419,West Bengal
Idea,Travelling,4G,5,Satisfactory,26.8612322,75.7953433,Rajasthan
RJio,Travelling,4G,3,Satisfactory,22.46651,88.401673333,West Bengal
RJio,Indoor,4G,5,Satisfactory,22.36268549,87.55529722,West Bengal
RJio,Outdoor,Unknown,5,Satisfactory,12.94267011,77.57257973,Karnataka
Idea,Indoor,Unknown,5,Satisfactory,9.956718870,76.337922218,Kerala
RJio,Indoor,4G,1,Poor Voice Quality,21.132091361,81.375416596,Chhattisgarh
RJio,Indoor,4G,1,Poor Voice Quality,21.132091361,81.375416596,Chhattisgarh
RJio,Indoor,4G,1,Poor Voice Quality,21.132091361,81.375416596,Chhattisgarh
RJio,Indoor,4G,3,Satisfactory,22.6843037,72.8593907,Gujarat
Vodafone,Indoor,4G,4,Satisfactory,12.984404,77.6151384,Karnataka
RJio,Outdoor,4G,2,Poor Voice Quality,20.2714383,85.79523022,Odisha
RJio,Indoor,4G,5,Satisfactory,21.18120511,72.72879825,Gujarat
RJio,Travelling,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
Airtel,Indoor,3G,5,Satisfactory,26.877290249,75.778389327,Rajasthan
RJio,Indoor,4G,1,Call Dropped,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Travelling,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Travelling,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.050327851,72.865115274,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.050327851,72.865115274,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.050327851,72.865115274,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,19.063967228,72.877400215,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.050327851,72.865115274,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.050327851,72.865115274,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.050327851,72.865115274,Maharashtra
RJio,Travelling,4G,3,Satisfactory,22.46651,88.401673333,West Bengal
RJio,Outdoor,4G,4,Satisfactory,19.2338626,72.85629422,Maharashtra
RJio,Indoor,4G,3,Satisfactory,28.3599555,79.4259323,Uttar Pradesh
RJio,Outdoor,4G,2,Poor Voice Quality,20.2714383,85.79523022,Odisha
Airtel,Outdoor,4G,2,Poor Voice Quality,25.47700423,73.5726212,Rajasthan
RJio,Indoor,4G,3,Satisfactory,19.050327851,72.865115274,Maharashtra
Airtel,Indoor,Unknown,4,Satisfactory,14.83356794,77.00179304,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,25.5925704,85.1397555,Bihar
RJio,Indoor,4G,5,Satisfactory,22.36268549,87.55529722,West Bengal
Vodafone,Indoor,4G,5,Satisfactory,26.86120584,75.79536583,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,26.86120584,75.79536583,Rajasthan
Vodafone,Outdoor,3G,5,Satisfactory,18.40577527,73.50586136,Maharashtra
Airtel,Outdoor,3G,4,Satisfactory,11.02574586,76.94260138,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,12.9220751,77.6802056,Karnataka
RJio,Indoor,4G,5,Satisfactory,20.3098667,85.8192234,Odisha
RJio,Indoor,4G,1,Call Dropped,12.9219645,77.6801251,Karnataka
RJio,Indoor,4G,4,Satisfactory,12.9219645,77.6801251,Karnataka
BSNL,Indoor,2G,1,Poor Voice Quality,26.91824229,75.7323963,Rajasthan
BSNL,Indoor,2G,1,Poor Voice Quality,26.9183583,75.73231731,Rajasthan
BSNL,Indoor,2G,1,Poor Voice Quality,26.9185857,75.73206427,Rajasthan
BSNL,Indoor,3G,1,Poor Voice Quality,26.91515176,75.77601806,Rajasthan
BSNL,Indoor,3G,1,Poor Voice Quality,26.9184751,75.7322478,Rajasthan
BSNL,Indoor,3G,1,Poor Voice Quality,26.9159586,75.7763753,Rajasthan
BSNL,Indoor,3G,1,Poor Voice Quality,26.9159586,75.7763753,Rajasthan
BSNL,Indoor,3G,1,Poor Voice Quality,26.9159586,75.7763753,Rajasthan
BSNL,Indoor,2G,1,Poor Voice Quality,26.9184751,75.7322478,Rajasthan
BSNL,Indoor,3G,1,Poor Voice Quality,26.9184751,75.7322478,Rajasthan
BSNL,Indoor,2G,1,Poor Voice Quality,26.9184751,75.7322478,Rajasthan
Vodafone,Travelling,4G,5,Satisfactory,28.614476215,77.437347453,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,26.66676446,84.23895176,Bihar
Vodafone,Indoor,3G,2,Poor Voice Quality,21.20541879,72.79422632,Gujarat
Airtel,Indoor,3G,4,Satisfactory,19.045652284,72.909233389,Maharashtra
Vodafone,Indoor,3G,1,Call Dropped,23.67705961,86.95564419,West Bengal
RJio,Indoor,4G,3,Satisfactory,19.050327851,72.865115274,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,28.633431667,77.208908333,NCT
RJio,Indoor,4G,5,Satisfactory,22.36268549,87.55529722,West Bengal
RJio,Indoor,4G,5,Satisfactory,13.0427302,77.6115463,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0424114,77.6122625,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0419097,77.6120664,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0419567,77.6119426,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0418045,77.6121426,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0385523,77.6218999,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0471192,77.62193,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0474381,77.621214,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0426611,77.610114,Karnataka
RJio,Indoor,4G,3,Satisfactory,19.050327851,72.865115274,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,26.85576334,75.80618505,Rajasthan
RJio,Indoor,4G,1,Poor Voice Quality,17.3323245,78.5279324,Telangana
RJio,Indoor,4G,3,Poor Voice Quality,25.5924836,85.1396723,Bihar
Vodafone,Indoor,3G,5,Satisfactory,26.86134734,75.79560221,Rajasthan
Airtel,Indoor,Unknown,4,Satisfactory,14.83362012,77.001885,Andhra Pradesh
Airtel,Indoor,Unknown,4,Satisfactory,18.5947666,73.7080295,Maharashtra
Vodafone,Indoor,Unknown,5,Satisfactory,13.0105508,77.6681841,Karnataka
Airtel,Outdoor,4G,2,Poor Voice Quality,25.78875356,84.71110092,Bihar
Airtel,Outdoor,Unknown,2,Poor Voice Quality,25.78875356,84.71110092,Bihar
Airtel,Outdoor,4G,3,Satisfactory,25.78875356,84.71110092,Bihar
Airtel,Outdoor,Unknown,3,Satisfactory,25.78875356,84.71110092,Bihar
Airtel,Outdoor,4G,3,Satisfactory,25.78875356,84.71110092,Bihar
Airtel,Outdoor,Unknown,3,Satisfactory,25.78875356,84.71110092,Bihar
Airtel,Indoor,4G,5,Satisfactory,26.877152604,75.778616436,Rajasthan
Vodafone,Indoor,4G,5,Satisfactory,23.67705961,86.95564419,West Bengal
Vodafone,Indoor,4G,3,Poor Voice Quality,30.382665,76.862465,Haryana
Airtel,Indoor,3G,4,Satisfactory,25.55245576,84.65462424,Bihar
RJio,Indoor,4G,3,Poor Voice Quality,25.5924836,85.1396723,Bihar
RJio,Travelling,4G,1,Call Dropped,22.835211667,88.83536,West Bengal
RJio,Indoor,4G,4,Satisfactory,19.050327851,72.865115274,Maharashtra
RJio,Indoor,4G,5,Satisfactory,21.4778751,83.8849922,Odisha
RJio,Indoor,4G,5,Satisfactory,21.4415037,83.8951697,Odisha
RJio,Outdoor,4G,5,Satisfactory,21.4415037,83.8951697,Odisha
RJio,Indoor,4G,3,Satisfactory,19.050327851,72.865115274,Maharashtra
BSNL,Indoor,3G,4,Satisfactory,28.8300342,77.5728659,Uttar Pradesh
BSNL,Indoor,3G,1,Poor Voice Quality,28.8300864,77.5729616,Uttar Pradesh
RJio,Indoor,4G,3,Satisfactory,19.050327851,72.865115274,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,21.4749642,83.8869502,Odisha
BSNL,Travelling,Unknown,5,Satisfactory,11.677079235,75.644187964,Kerala
RJio,Indoor,4G,5,Satisfactory,20.3098756,85.8192126,Odisha
RJio,Indoor,4G,1,Poor Voice Quality,17.3323245,78.5279324,Telangana
RJio,Indoor,4G,5,Satisfactory,25.3926166,81.8617599,Uttar Pradesh
BSNL,Travelling,3G,4,Satisfactory,20.07112089,85.83084455,Odisha
Airtel,Indoor,3G,4,Satisfactory,28.61883913,77.37179749,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.61874572,77.37278745,Uttar Pradesh
Airtel,Indoor,3G,3,Poor Voice Quality,28.61874572,77.37278745,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.6905127,77.1394022,NCT
RJio,Outdoor,4G,1,Call Dropped,17.572606313,75.420940993,Maharashtra
Airtel,Indoor,4G,3,Poor Voice Quality,22.64496822,88.43866163,West Bengal
Vodafone,Outdoor,4G,5,Satisfactory,26.8556309,75.8066664,Rajasthan
RJio,Indoor,4G,1,Poor Voice Quality,17.3323245,78.5279324,Telangana
Vodafone,Indoor,2G,1,Call Dropped,16.321918333,80.405883333,Andhra Pradesh
Vodafone,Indoor,3G,3,Poor Voice Quality,23.67705961,86.95564419,West Bengal
Airtel,Indoor,Unknown,4,Satisfactory,12.96584244,77.6197077,Karnataka
RJio,Indoor,4G,2,Poor Voice Quality,23.2583641,77.3990085,Madhya Pradesh
Vodafone,Indoor,4G,5,Satisfactory,19.19108074,72.98794305,Maharashtra
BSNL,Indoor,2G,4,Satisfactory,13.0252731,77.5679946,Karnataka
RJio,Travelling,4G,1,Poor Voice Quality,17.332198,78.527887,Telangana
Airtel,Indoor,4G,3,Call Dropped,25.60361202,85.14900119,Bihar
RJio,Indoor,4G,2,Poor Voice Quality,21.16125105,79.03140824,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,21.132091361,81.375416596,Chhattisgarh
RJio,Indoor,4G,1,Poor Voice Quality,21.132091361,81.375416596,Chhattisgarh
Vodafone,Indoor,4G,5,Satisfactory,28.621827964,77.437766250,Uttar Pradesh
Idea,Indoor,3G,4,Satisfactory,17.3540942,78.4186923,Telangana
RJio,Indoor,4G,1,Call Dropped,21.132091361,81.375416596,Chhattisgarh
RJio,Indoor,4G,1,Poor Voice Quality,21.132091361,81.375416596,Chhattisgarh
RJio,Travelling,4G,5,Satisfactory,21.4749642,83.8869502,Odisha
RJio,Travelling,4G,2,Poor Voice Quality,28.615061,76.9912207,Haryana
RJio,Outdoor,4G,2,Poor Voice Quality,28.615061,76.9912207,Haryana
RJio,Outdoor,4G,2,Poor Voice Quality,28.615061,76.9912207,Haryana
RJio,Outdoor,4G,1,Poor Voice Quality,28.615061,76.9912207,Haryana
Airtel,Outdoor,4G,2,Poor Voice Quality,28.615061,76.9912207,Haryana
Airtel,Outdoor,4G,1,Poor Voice Quality,28.615061,76.9912207,Haryana
RJio,Outdoor,4G,2,Poor Voice Quality,28.615061,76.9912207,Haryana
RJio,Indoor,4G,2,Poor Voice Quality,28.615061,76.9912207,Haryana
RJio,Indoor,4G,2,Poor Voice Quality,28.615061,76.9912207,Haryana
RJio,Indoor,4G,1,Poor Voice Quality,28.615061,76.9912207,Haryana
RJio,Indoor,4G,1,Poor Voice Quality,28.615061,76.9912207,Haryana
RJio,Indoor,4G,2,Poor Voice Quality,28.615061,76.9912207,Haryana
RJio,Indoor,4G,1,Poor Voice Quality,28.615061,76.9912207,Haryana
Vodafone,Indoor,3G,5,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Indoor,3G,4,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Travelling,3G,5,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Indoor,3G,5,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Travelling,3G,5,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Travelling,3G,5,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Travelling,3G,5,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Indoor,3G,5,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Indoor,2G,4,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Indoor,2G,4,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Indoor,2G,5,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Indoor,2G,5,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Travelling,3G,5,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Travelling,3G,5,Satisfactory,28.504143704,77.176583285,NCT
Vodafone,Indoor,2G,5,Satisfactory,28.504143704,77.176583285,NCT
RJio,Outdoor,4G,4,Satisfactory,23.00864053,72.50734406,Gujarat
RJio,Travelling,4G,3,Satisfactory,22.46651,88.401673333,West Bengal
Idea,Indoor,3G,1,Poor Voice Quality,11.22904227,75.79399198,Kerala
BSNL,Indoor,2G,2,Call Dropped,26.1175615,91.8119191,Assam
BSNL,Outdoor,2G,4,Satisfactory,26.1234013,91.8049841,Assam
RJio,Indoor,4G,4,Satisfactory,12.9219645,77.6801251,Karnataka
RJio,Outdoor,4G,4,Satisfactory,23.00864053,72.50734406,Gujarat
Vodafone,Indoor,Unknown,5,Satisfactory,28.673212918,77.269899306,NCT
BSNL,Outdoor,Unknown,4,Satisfactory,11.32778422,76.74671837,Tamil Nadu
Idea,Indoor,4G,5,Satisfactory,18.9158919,73.3245435,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,12.92385786,80.10546111,Tamil Nadu
Idea,Indoor,2G,5,Satisfactory,10.68879099,75.98854756,Kerala
Airtel,Indoor,4G,4,Satisfactory,12.92385786,80.10546111,Tamil Nadu
